Accident_Number,Event_Date,Year,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Weather_Condition_Cleaned,Total_Concerned,Broad_Phase_of_Flight
DCA07WA017,12/24/06,2006,"Makassar, Indonesia",Indonesia,,,,,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,0,164,VMC,VMC,164,
DCA06WA051,6/15/06,2006,"Catania, Italy",Italy,,,,,Incident,Minor,,Boeing,737,SCHD,,0,0,102,,NA,102,
DCA06WA065,6/8/06,2006,"Frankfurt, Germany",Germany,,,,,Incident,,,Boeing,737,SCHD,,0,0,2,VMC,VMC,2,
DCA01WA055,7/22/01,2001,"Monastir, Tunisia",Tunisia,,,,,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,0,77,VMC,VMC,77,
DCA14WA082B,3/5/14,2014,"Buenos Aires, Argentina",Argentina,,,,,Non-Fatal,,,Boeing,737,,,0,0,359,,NA,359,TAXI
DCA09RA030,2/25/09,2009,"Amsterdam, Netherlands",Netherlands,,,,,Fatal(9),Destroyed,,Boeing,737,SCHD,,9,27,45,,NA,81,
OPS08IA014B,8/28/08,2008,,United States,,,,,Incident,,,Boeing,737,SCHD,,0,0,159,,NA,159,
DCA08WA100,8/16/08,2008,"Paris, France",France,,,LFPG,Charles DeGaulle,Incident,,,Boeing,737,NSCH,,0,0,2,VMC,VMC,2,
DCA07WA053,6/25/07,2007,"Treviso, Italy",Italy,,,,,Non-Fatal,Minor,,Boeing,737,SCHD,,0,0,181,,NA,181,
DCA07RA040,5/5/07,2007,"Douala, Cameroon",Cameroon,,,,,Fatal(114),Destroyed,,Boeing,737,SCHD,,114,0,,,NA,114,
DCA06WA037,5/3/06,2006,"Skelleftea, Sweden",Sweden,,,,,Incident,Minor,,Boeing,737,NSCH,,0,0,,,NA,0,
OPS08IA014A,8/28/08,2008,,United States,,,,,Incident,,,Boeing,747,SCHD,,0,0,159,,NA,159,
DCA08RA063,5/25/08,2008,"Brussels, Belgium",Belgium,,,,,Non-Fatal,Destroyed,N704CK,Boeing,747,NSCH,,0,0,5,,NA,5,
DCA05WA005,11/7/04,2004,"Sharjah, United Arab Emirates",United Arab Emirates,,,,,Unavailable,Substantial,,Boeing,747,SCHD,,0,0,,,NA,0,
DCA05WA007,11/4/04,2004,"Paris, France",France,,,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,,NA,0,
ENG07WA026,4/14/07,2007,"Chicago, IL",United States,,,,,Incident,,,Boeing,747,SCHD,,0,0,,,NA,0,
DCA08WA094,8/26/08,2008,"Montreal, Canada",Canada,,,,,Incident,,,Boeing,747,SCHD,,0,0,2,VMC,VMC,2,
OPS06IA004B,1/27/06,2006,"Las Vegas, NV",United States,,,,,Incident,,,Boeing,757,SCHD,,0,0,2,VMC,VMC,2,TAKEOFF
DCA07WA021,12/31/06,2006,"Athens, Greece",Greece,,,,,Incident,,,Boeing,757,SCHD,,0,0,227,,NA,227,
DCA05RA049,3/10/05,2005,"Beijing, China",China,,,,,Non-Fatal,Substantial,,Boeing,757,SCHD,,0,0,2,,NA,2,
CHI01LA154,6/5/01,2001,"Kokomo, IN",United States,,,,,Non-Fatal,,N563UA,Boeing,757,SCHD,,0,1,150,,NA,151,CRUISE
DCA05WA043,3/14/05,2005,"Buenos Aires, Argentina",Argentina,,,,,Incident,,N656UA,Boeing,767,SCHD,,0,0,173,,NA,173,
DCA06WA056,7/24/06,2006,"Cancun, Mexico",Mexico,,,,,Incident,,N67157,Boeing,767,SCHD,,0,0,138,,NA,138,
DCA05WA008A,11/7/04,2004,"Manchester, United Kingdom",United Kingdom,,,,,Incident,Minor,,Boeing,767,SCHD,,0,0,,,NA,0,
ATL01WA106,9/7/01,2001,"Buenos Aires, Argentina",Argentina,,,,,Non-Fatal,,N194DN,Boeing,767,SCHD,,0,1,89,IMC,IMC,90,
DCA11WA043,4/10/11,2011,"Paris, France",France,,,LFPG,Paris DeGaulle,Non-Fatal,Substantial,,Boeing,777,SCHD,,0,0,361,,NA,361,
DCA08WA082,7/2/08,2008,"Milan, Italy",Italy,,,,,Unavailable,Substantial,,Boeing,777,SCHD,,0,0,,,NA,0,
DCA05WA042,3/11/05,2005,"Buenos Aires, Argentina",Argentina,,,,,Non-Fatal,Substantial,N790AN,Boeing,777,SCHD,,0,0,201,,NA,201,
DEN06IA034,1/19/06,2006,"Denver, CO",United States,39.858333,-104.666667,DEN,DENVER INTL,Incident,Minor,N798UA,Boeing,777,SCHD,,0,0,184,IMC,IMC,184,STANDING
CHI03LA237,7/17/03,2003,"Chicago, IL",United States,41.979723,-87.904444,ORD,CHICAGO O'HARE INTL,Non-Fatal,,N779UA,Boeing,777,SCHD,,0,1,269,VMC,VMC,270,DESCENT
DCA04WA043,4/28/04,2004,"Bogota, Colombia",Colombia,,,,,Non-Fatal,Substantial,N189AX,McDonnell Douglas,DC-10,NSCH,,0,0,2,,NA,2,
DCA97WA023,2/1/97,1997,"Fort du France, West Indies",West Indies,,,,,Non-Fatal,,,McDonnell Douglas,DC-10,SCHD,,0,1,3,,NA,4,
DCA11WA107,9/26/11,2011,"Puerto Ordaz, Venezuela",Venezuela,,,,Puerto Ordaz,Non-Fatal,Substantial,,McDonnell Douglas,DC-9,SCHD,,0,0,130,,NA,130,LANDING
SEA03IA046,3/14/03,2003,"Seattle, WA",United States,47.448889,-122.309444,SEA,Seattle-Tacoma International,Incident,,N298AA,McDonnell Douglas,DC-9,SCHD,,0,0,111,VMC,VMC,111,LANDING
DCA04MA082,9/19/04,2004,"Memphis, TN",United States,,,KMEM,Memphis International,Non-Fatal,Substantial,N601FE,McDonnell Douglas,MD-11,NSCH,,0,0,2,VMC,VMC,2,LANDING
DCA02WA022,2/3/02,2002,"Dublin, Ireland",Ireland,,,,,Incident,Minor,N803DE,McDonnell Douglas,MD-11,SCHD,,0,0,181,,NA,181,
ANC05IA002,10/8/04,2004,"Anchorage, AK",United States,61.174445,-149.996389,ANC,Ted Stevens Anchorage Int'l,Incident,Minor,N275WA,McDonnell Douglas,MD-11,,,0,0,2,VMC,VMC,2,TAKEOFF
DCA06WA057,7/4/06,2006,"Toyota, Japan",Japan,,,,,Incident,,,McDonnell Douglas,MD-80,SCHD,,0,1,151,,NA,152,
DCA13WA020,11/13/12,2012,"Johannesburg, South Africa",South Africa,,,FAJS,Tambo,Incident,Minor,,McDonnell Douglas,MD-80,SCHD,,0,0,137,,NA,137,
DCA08RA090,8/20/08,2008,"Madrid, Spain",Spain,,,,,Fatal(154),Destroyed,,McDonnell Douglas,MD-80,SCHD,,154,18,,,NA,172,
DCA07RA063,9/16/07,2007,"Phuket, Thailand",Thailand,,,,,Fatal(89),Destroyed,,McDonnell Douglas,MD-80,SCHD,,89,0,41,IMC,IMC,130,
DCA06WA027,3/4/06,2006,"Surabaya, Indonesia",Indonesia,,,,,Incident,Substantial,,McDonnell Douglas,MD-80,SCHD,,0,0,143,VMC,VMC,143,
DCA08WA013,1/18/06,2006,"Makassar, Indonesia",Indonesia,,,,,Incident,Minor,,McDonnell Douglas,MD-80,SCHD,,0,0,170,IMC,IMC,170,
DCA08WA012,8/19/05,2005,"Jakarta, Indonesia",Indonesia,,,,,Non-Fatal,Substantial,,McDonnell Douglas,MD-80,SCHD,,0,0,2,IMC,IMC,2,
DCA05RA093,8/16/05,2005,"Machiques, Venezuela",Venezuela,,,,,Fatal(160),Destroyed,,McDonnell Douglas,MD-80,NSCH,,160,0,,,NA,160,
DCA12RA084,6/3/12,2012,"Lagos, Nigeria",Nigeria,6.577223,3.321111,,,Fatal(153),Destroyed,,McDonnell Douglas,MD-80,SCHD,,153,0,,,NA,153,
DCA11WA061,5/12/11,2011,"Tao-Yuan, Taiwan",Taiwan,,,,Tao-Yuan,Incident,Minor,,McDonnell Douglas,MD-90,SCHD,,0,0,101,,NA,101,LANDING
DCA09WA073,5/28/09,2009,"Cagliari Airport, Italy",Italy,,,LIEE,Cagliari Airport,Incident,,,McDonnell Douglas,MD-80,SCHD,,0,0,,,NA,0,
DCA12WA080,5/16/12,2012,"Taipei, Taiwan",Taiwan,,,,,Incident,Minor,,McDonnell Douglas,MD-80,SCHD,,0,0,,,NA,0,LANDING
IAD00IA026,3/12/00,2000,"BALTIMORE, MD",United States,,,BWI,BALTIMORE-WASHINGTON INT,Incident,Minor,N838EX,Bombardier,DHC-8,SCHD,(DBA: US AIRWAYS EXPRESS),0,0,32,VMC,VMC,32,STANDING
NYC00LA007,10/6/99,1999,"PHILADELPHIA, PA",United States,,,,,Non-Fatal,Substantial,N818EX,Bombardier,DHC-8,SCHD,ALLEGHENY AIRLINES INC.,0,0,15,VMC,VMC,15,CRUISE
DCA15WA156,4/12/15,2015,"Zurich, Switzerland",Switzerland,,,,,Incident,,,Boeing,737,,,0,0,,,NA,0,CLIMB
DCA15WA016B,9/17/14,2014,"Malaga, Spain",Spain,,,LEMG,Malaga,Incident,,,Boeing,737,SCHD,,0,0,2,,NA,2,
DCA13WA160,12/2/12,2012,"Shannon, Ireland",Ireland,,,,N/A,Incident,Minor,,Boeing,777,SCHD,,0,0,,,NA,0,
ERA09LA444,8/5/09,2009,"Fayetteville, NC",United States,34.988055,-78.874723,,,Non-Fatal,,N328EN,Bombardier,DHC-8,SCHD,PIEDMONT AIRLINES INC (DBA: US Airways Express),0,1,32,VMC,VMC,33,
MIA96FA162,6/23/96,1996,"ORLANDO, FL",United States,,,MCO,ORLANDO INTERNATIONAL,Non-Fatal,Substantial,N168CA,Embraer,EMB-120,SCHD,(DBA: COMAIR),0,0,32,VMC,VMC,32,DESCENT
LAX97FA189,5/21/97,1997,"SAN DIEGO, CA",United States,,,NKX,MIRAMAR NAS,Non-Fatal,Substantial,N198SW,Embraer,EMB-120,SCHD,(DBA: SKYWEST AIRLINES),0,0,17,VMC,VMC,17,TAKEOFF
NYC08LA178,4/12/08,2008,"Potsdam, NY",United States,44.676667,-74.948333,PTD,Potsdam Municipal Airport,Non-Fatal,Substantial,N62CZ,Embraer,EMB-110,NSCH,Air Now,0,0,1,IMC,IMC,1,LANDING
DCA08FA064,5/27/08,2008,"Dallas, TX",United States,32.75,-97.333333,DFW,Dallas Fort Worth IAP,Non-Fatal,,N816AE,Embraer,ERJ,SCHD,American Airlines (DBA: American Eagle Airlines),0,1,24,VMC,VMC,25,
DCA12CA082B,5/30/12,2012,"Chicago, IL",United States,41.973334,-87.903333,ORD,Chicago Oäó»Hare International,Non-Fatal,Substantial,N834AE,Embraer,ERJ,SCHD,AMERICAN AIRLINES INC,0,0,24,VMC,VMC,24,STANDING
DCA15CA108,3/19/15,2015,"Springfield, MO",United States,37.16,-93.429723,,N/A,Non-Fatal,Substantial,N625AE,Embraer,ERJ,SCHD,American Eagle Airlines,0,0,53,IMC,IMC,53,APPROACH
WPR09LA255,5/21/09,2009,"Los Angeles, CA",United States,33.9425,-118.406944,LAX,Los Angeles Int'l Airport,Non-Fatal,Substantial,N843AE,Embraer,ERJ,SCHD,American Eagle Airlines Inc,0,0,47,VMC,VMC,47,TAXI
CEN11IA369,6/3/11,2011,"Chicago, IL",United States,41.981389,-87.906667,ORD,Chicago O'Hare IAP,Incident,,N607AE,Embraer,ERJ,SCHD,AMERICAN EAGLE AIRLINES INC,0,0,52,VMC,VMC,52,LANDING
CEN11LA250,3/26/11,2011,"Kansas City, MO",United States,37.9125,-93.590277,MCI,Kansas City IAP,Non-Fatal,,N931AE,Embraer,ERJ,SCHD,AMERICAN EAGLE AIRLINES INC,0,1,51,VMC,VMC,52,CLIMB
CEN11LA092,11/23/10,2010,"Madison, WI",United States,43.14,-89.3375,MSN,Dane County Regional Airport,Non-Fatal,,N678AE,Embraer,ERJ,SCHD,AMERICAN EAGLE AIRLINES INC,0,1,48,VMC,VMC,49,STANDING
CEN10LA363,6/28/10,2010,"PIONEER, LA",United States,32.383611,-94.706944,,,Non-Fatal,,N601DW,Embraer,ERJ,SCHD,AMERICAN EAGLE AIRLINES INC,0,2,40,IMC,IMC,42,
CEN13CA117,12/28/12,2012,"CHICAGO, IL",United States,44.667778,-85.55,,,Non-Fatal,,N619AE,Embraer,ERJ,SCHD,AMERICAN EAGLE AIRLINES INC (DBA: AMERICAN EAGLE AIRLINES INC),0,1,2,VMC,VMC,3,TAKEOFF
CHI01IA055,12/27/00,2000,"CHICAGO, IL",United States,,,,,Incident,,N721HS,Embraer,ERJ,SCHD,"AMERICAN EAGLE AIRLINES, INC. (DBA: AMERICAN EAGLE AIRLINES)",0,0,12,VMC,VMC,12,CLIMB
DCA95MA054,8/21/95,1995,"CARROLLTON, GA",United States,,,CTJ,WEST GEORGIA REGIONAL,Fatal(8),Destroyed,N256AS,Embraer,EMB-120,SCHD,ATLANTIC SOUTHEAST AIRLINES (DBA: DELTA CONNECTOR),8,13,0,VMC,VMC,21,CLIMB
DCA08IA019,12/17/07,2007,"Jamaica, NY",United States,40.639722,73.778889,JFK,John F. Kennedy International,Incident,Minor,N272SK,Embraer,ERJ,SCHD,Chautauqua Airlines (DBA: Delta Connection),0,0,53,VMC,VMC,53,STANDING
CEN11IA270,4/3/11,2011,"Dubuque, IA",United States,42.401111,-90.705556,DBQ,Dubuque Regional Airport,Incident,Minor,N377SK,Embraer,ERJ,SCHD,Chautauqua Airlines Inc,0,0,47,VMC,VMC,47,TAXI
CEN11LA085,11/30/10,2010,"Milwaukee, WI",United States,41.916945,-88.3125,MKE,General Mitchell IAP,Non-Fatal,,N12530,Embraer,ERJ,SCHD,CHAUTAUQUA AIRLINES INC,0,1,19,IMC,IMC,20,CRUISE
DCA13CA056,2/19/13,2013,"Cincinnati, OH",United States,39.048611,-84.667778,KCVG,Cincinnati-Northern Kentucky,Non-Fatal,,N283SK,Embraer,ERJ,SCHD,CHAUTAUQUA AIRLINES INC,0,1,53,VMC,VMC,54,STANDING
CEN14LA262,5/28/14,2014,"Traverse City, MI",United States,44.741666,-85.581667,TVC,CHERRY CAPITAL,Non-Fatal,Substantial,N299SK,Embraer,ERJ,SCHD,CHAUTAUQUA AIRLINES INC (DBA: American Connection),0,0,45,VMC,VMC,45,APPROACH
NYC02IA076,3/26/02,2002,"Jefferson, NY",United States,42.477778,-74.668889,BDL,Bradley International Airport,Incident,Minor,N290SK,Embraer,ERJ,SCHD,Chautauqua Airlines Inc. (DBA: America West Express),0,0,17,IMC,IMC,17,DESCENT
NYC06LA114,5/12/06,2006,"Boston, MA",United States,42.364444,-71.005278,BOS,General Edward Lawrence Logan,Non-Fatal,Substantial,N275SK,Embraer,ERJ,SCHD,Chautauqua Airlines Inc. (DBA: US Airways Express),0,0,51,IMC,IMC,51,STANDING
MIA03LA127,6/18/03,2003,"Taylor, FL",United States,30.498889,-82.2925,,,Non-Fatal,,N294SK,Embraer,ERJ,SCHD,"Chautauqua Airlines, Inc. (DBA: Delta Connection)",0,1,52,IMC,IMC,53,DESCENT
DCA01MA031,3/19/01,2001,"West Palm Beach, FL",United States,,,,,Non-Fatal,Substantial,N266CA,Embraer,EMB-120,SCHD,COMAIR INC,0,0,28,,NA,28,CRUISE
DCA97MA017,1/9/97,1997,"MONROE, MI",United States,,,DTW,DETROIT METROPOLITAN,Fatal(29),Destroyed,N265CA,Embraer,EMB-120,SCHD,"COMAIR, INC. (DBA: COMAIR AIRLINES)",29,0,0,IMC,IMC,29,APPROACH
WPR15LA239,8/7/15,2015,"South Lake Tahoe, CA",United States,38.893333,-120.004167,,N/A,Non-Fatal,,N204NN,Embraer,E-JET,SCHD,Compass Airlines LLC (DBA: American Eagle),0,1,65,VMC,VMC,66,
CEN11LA072,11/15/10,2010,"Minneapolis, MN",United States,44.9275,-93.303611,KMSP,Minneapolis-St. Paul Intl,Non-Fatal,Substantial,N604CZ,Embraer,E-JET,SCHD,"Compass Airlines, LLC (DBA: Delta Connectiton)",0,0,80,VMC,VMC,80,CLIMB
NYC01IA107,4/25/01,2001,"Norfolk, VA",United States,,,ORF,Norfolk International Airport,Incident,,N29917,Embraer,ERJ,SCHD,CONTINENTAL EXPRESS INC,0,0,53,VMC,VMC,53,CRUISE
IAD05LA118B,8/8/05,2005,"Newark, NJ",United States,40.7,-74.172223,EWR,Newark Liberty International,Non-Fatal,Substantial,N10575,Embraer,ERJ,SCHD,CONTINENTAL EXPRESS INC,0,0,205,VMC,VMC,205,TAXI
FTW00IA228,8/12/00,2000,"San Angelo, TX",United States,,,SJT,San Angelo Regional,Incident,,N16718,Embraer,EMB-120,SCHD,Continental Express Inc. (DBA: N/A),0,0,22,VMC,VMC,22,DESCENT
CEN11IA234,3/18/11,2011,"Akron, OH",United States,40.915,-81.443611,CAK,Akron-Canton Regional Airport,Incident,Minor,N11187,Embraer,ERJ,SCHD,Express Jet (DBA: United Express),0,0,46,VMC,VMC,46,LANDING
WPR10LA395,8/10/10,2010,"Salt Lake City, UT",United States,40.788333,-111.977778,KSLC,Salt Lake City International,Non-Fatal,Substantial,N14105,Embraer,ERJ,SCHD,Express Jet Airlines,0,0,50,VMC,VMC,50,APPROACH
CEN10IA157,3/12/10,2010,"Chicago, IL",United States,41.830556,-87.726945,ORD,Chicago O'Hare IAP,Incident,Minor,N16561,Embraer,ERJ,SCHD,EXPRESSJET AIRLINES INC,0,0,45,VMC,VMC,45,APPROACH
ENG11IA047,8/29/11,2011,"Moline, IL",United States,41.448611,-90.5075,MLI,QUAD CITY INTL,Incident,Minor,N27152,Embraer,ERJ,SCHD,EXPRESSJET AIRLINES INC,0,0,53,VMC,VMC,53,LANDING
NYC03FA035,1/6/03,2003,"Cleveland, OH",United States,41.445833,-81.8425,CLE,Cleveland-Hopkins Intl Arpt,Non-Fatal,Substantial,N16571,Embraer,ERJ,SCHD,ExpressJet Airlines Inc. (DBA: Continental Express),0,0,50,IMC,IMC,50,LANDING
DCA09FA025,12/31/08,2008,"New York, NY",United States,40.639722,-73.770278,JFK,John F. Kennedy International,Non-Fatal,Substantial,N844MJ,Embraer,ERJ,SCHD,"Freedom Airlines Inc., (DBA: Delta Connection)",0,0,53,IMC,IMC,53,
ATL96IA053,2/20/96,1996,"RALEIGH, NC",United States,,,RDU,RALEIGH-DURHAM INTL,Incident,,N129AM,Embraer,EMB-120,SCHD,GREAT LAKES AVIATION LTD (DBA: MIDWAY CONNECTION),0,0,8,VMC,VMC,8,CLIMB
ENG09IA017,9/3/09,2009,"Nassau, Bahamas",Bahamas,,,MYNN,Lynden Pindling International,Incident,Minor,N258JB,Embraer,E-JET,SCHD,JetBlue Airways,0,0,,,NA,0,LANDING
NYC02LA013,10/16/01,2001,"Roanoke, VA",United States,37.315278,-79.134166,ROA,Roanoke Regional,Non-Fatal,Substantial,N825MJ,Embraer,ERJ,SCHD,Mesa Airlines (DBA: US Airways Express),0,0,33,VMC,VMC,33,LANDING
CEN09LA106,12/26/08,2008,"Kansas City, MO",United States,,,KMCI,Kansas City International,Non-Fatal,,N871RW,Embraer,E-JET,SCHD,REPUBLIC AIRLINE INC (DBA: Republic Airlines),0,1,76,VMC,VMC,77,DESCENT
CEN10LA189,4/3/10,2010,"Runnells, IA",United States,41.525556,-93.313333,,,Non-Fatal,,N869RW,Embraer,E-JET,SCHD,Republic Airlines (DBA: Midwest Airlines),0,1,29,VMC,VMC,30,
DCA08CA041A,2/17/08,2008,"Washington, DC",United States,38.858333,-77.041666,KDCA,Washington Reagan,Non-Fatal,Minor,N828MD,Embraer,E-JET,SCHD,REPUBLIC AIRLINES INC,0,0,132,VMC,VMC,132,
DCA09FA068,7/27/09,2009,"Norfolk, VA",United States,36.894444,-76.201111,,N/A,Non-Fatal,,N135HQ,Embraer,E-JET,SCHD,"Republic Airlines Inc.,",0,1,85,VMC,VMC,86,CLIMB
DCA04IA018,1/19/04,2004,"Bangor, MA",United States,,,,,Incident,Minor,N734EK,Embraer,ERJ,SCHD,SIMMONS AIRLINES INC,0,0,40,VMC,VMC,40,TAKEOFF
LAX97IA056,11/29/96,1996,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTERNATIONAL,Incident,,N291SW,Embraer,EMB-120,SCHD,"SKYWEST AIRLINES (DBA: SKYWEST AIRLINES, INC.)",0,0,17,VMC,VMC,17,APPROACH
WPR09IA123,2/21/09,2009,"Salt Lake City, UT",United States,40.788333,-111.9775,SLC,Salt Lake City Int. Airport,Incident,Minor,N270YV,Embraer,EMB-120,SCHD,SKYWEST AIRLINES INC,0,0,4,VMC,VMC,4,TAXI
WPR10IA135,2/16/10,2010,"Los Angeles, CA",United States,33.942222,-118.3975,LAX,Los Angeles International,Incident,Minor,N226SW,Embraer,EMB-120,SCHD,SKYWEST AIRLINES INC (DBA: United Express),0,0,31,VMC,VMC,31,TAXI
LAX01LA105,2/25/01,2001,"MONTEREY, CA",United States,36.416667,-121.833333,,,Non-Fatal,,N288SW,Embraer,EMB-120,SCHD,"SKYWEST AIRLINES, INC.",0,1,32,VMC,VMC,33,DESCENT
DFW08CA215,8/14/08,2008,"St. Louis, MO",United States,38.738611,-90.339444,KSTL,St. Louis International,Non-Fatal,Substantial,N814HK,Embraer,ERJ,SCHD,TRANS STATES AIRLINES (DBA: American Connection),0,0,36,VMC,VMC,36,LANDING
CHI05IA116,5/19/05,2005,"Kansas City, MO",United States,,,,,Incident,Minor,N814HK,Embraer,ERJ,SCHD,TRANS STATES AIRLINES INC (DBA: American Connection),0,0,54,VMC,VMC,54,CRUISE
DCA11CA036,2/24/11,2011,"New York, NY",United States,40.777223,-73.8725,KLGA,LaGuardia,Non-Fatal,,N957UW,Embraer,E-JET,SCHD,US AIRWAYS INC,0,1,92,VMC,VMC,93,LANDING
LAX95LA255,7/17/95,1995,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTERNATIONAL,Non-Fatal,Substantial,N268UE,Embraer,EMB-120,SCHD,WEST AIR COMMUTER AIRLINES INC (DBA: UNITED EXPRESS),0,0,6,VMC,VMC,6,TAXI
ERA14IA249,5/21/14,2014,"Warren, VT",United States,44.1175,-72.826945,0B7,WARREN-SUGARBUSH,Incident,Minor,N116WA,Embraer,EMB-110,NSCH,WIGGINS AIRWAYS INC (DBA: Wiggins Airways),0,0,1,VMC,VMC,1,
DCA06RA076B,9/29/06,2006,"Azevedo, Brazil",Brazil,,,,Cachimbo airbase,Fatal(154),Minor,N600XL,Embraer,ERJ,,,154,0,7,IMC,IMC,161,
FTW98MA126,2/11/98,1998,"Beaumont, TX",United States,,,BPT,Jefferson County,Non-Fatal,Substantial,N14931,Embraer,ERJ,,,0,1,2,VMC,VMC,3,TAKEOFF
NYC06MA192,8/4/06,2006,"Pownal, VT",United States,42.805,-73.157222,DDH,William H Morse,Fatal(1),Destroyed,N59BA,Embraer,EMB-110,,,1,0,,IMC,IMC,1,APPROACH
ATL06LA022,12/9/05,2005,"Orangeburg, SC",United States,33.463333,-80.859167,OGB,ORANGEBURG MUNI,Non-Fatal,Substantial,N790RA,Embraer,EMB-110,,,0,1,,VMC,VMC,1,APPROACH
IAD05CA019,11/29/04,2004,"Cleveland, OH",United States,41.411667,-81.849722,CLE,Cleveland-Hopkins Int.,Non-Fatal,Substantial,N995CW,Embraer,ERJ,,,0,0,6,VMC,VMC,6,TAXI
NYC01LA125,4/12/01,2001,"Cleveland, OH",United States,,,CLE,CLEVELAND-HOPKINS INTL,Non-Fatal,Substantial,N735TS,Embraer,ERJ,,,0,0,3,VMC,VMC,3,TAXI
NYC08LA062B,12/14/07,2007,"New York, NY",United States,40.658333,-73.786666,JFK,John F. Kennedy International,Non-Fatal,Substantial,N184JB,Embraer,E-JET,SCHD,,0,0,5,IMC,IMC,5,STANDING
ERA13CA147,2/24/13,2013,"Tunica, MS",United States,34.685,-90.347777,UTA,Tunica Municipal,Non-Fatal,,N164HQ,Embraer,E-JET,,,0,1,3,VMC,VMC,4,LANDING
LAX00IA106,2/21/00,2000,"FRESNO, CA",United States,36.575,-119.091666,KFAT,Fresno-Yosemite International,Incident,,N566SW,Embraer,EMB-120,SCHD,,0,0,20,VMC,VMC,20,CRUISE
NYC01LA054,12/6/00,2000,"CHARLESTON, WV",United States,,,CRW,YEAGER AIRPORT,Non-Fatal,Substantial,N504AS,Embraer,EMB-120,SCHD,,0,1,18,VMC,VMC,19,LANDING
DCA99WA070,7/29/99,1999,,Fiji,,,,,Non-Fatal,Destroyed,,Embraer,EMB-110,SCHD,,0,0,18,UNK,UNK,18,
MIA97WA018,11/1/96,1996,"FLORES, Guatemala",Guatemala,,,,,Fatal(14),Destroyed,,Embraer,EMB-110,SCHD,,14,0,0,VMC,VMC,14,
SEA98IA153,7/29/98,1998,"MOSES LAKE, WA",United States,,,MWH,GRANT COUNTY,Incident,Minor,PTZJA,Embraer,ERJ,,,0,0,3,VMC,VMC,3,TAKEOFF
DCA99WA027,12/28/98,1998,"CURITBA, Brazil",Brazil,,,,,Incident,Substantial,,Embraer,ERJ,SCHD,,0,0,40,UNK,UNK,40,
ENG10RA022,3/22/10,2010,"Darwin Aerodrome, Australia",Australia,,,,,Fatal(2),Destroyed,,Embraer,EMB-120,,,2,0,,,NA,2,
SEA99IA148,8/24/99,1999,"MOSES LAKE, WA",United States,,,MWH,GRANT COUNTY,Incident,Minor,PTZJA,Embraer,ERJ,,,0,0,3,VMC,VMC,3,TAKEOFF
OPS07IA004B,5/26/07,2007,"San Francisco, CA",United States,37.616945,-122.383333,SFO,SAN FRANCISCO INTL,Incident,,,Embraer,EMB-120,SCHD,,0,0,92,VMC,VMC,92,LANDING
DCA13WA123,6/7/13,2013,"Shanghai, China",China,,,,Shanghai International,Incident,Minor,,Embraer,ERJ,SCHD,,0,0,49,,NA,49,
OPS08IA011B,7/21/08,2008,"Chicago, IL",United States,,,ORD,CHICAGO O'HARE INTL,Incident,,,Embraer,ERJ,SCHD,,0,0,50,VMC,VMC,50,TAKEOFF
OPS07IA004A,5/26/07,2007,"San Francisco, CA",United States,37.616945,-122.383333,SFO,SAN FRANCISCO INTL,Incident,,,Embraer,E-JET,SCHD,,0,0,92,VMC,VMC,92,TAKEOFF
NYC06LA002,10/3/05,2005,"Dulles, VA",United States,38.94,-77.453333,IAD,Dulles International Airport,Non-Fatal,,N650RW,Embraer,E-JET,SCHD,,0,1,44,VMC,VMC,45,APPROACH
DCA05MA070,6/7/05,2005,"Washington, DC",United States,,,DCA,Washington Reagan National,Fatal(1),Minor,N803MD,Embraer,E-JET,SCHD,,1,0,2,VMC,VMC,3,STANDING
NYC06FA027,11/8/05,2005,"Manchester, NH",United States,42.948333,-71.44,MHT,Manchester,Non-Fatal,Destroyed,N7801Q,Embraer,EMB-110,NSCH,,0,1,,VMC,VMC,1,CLIMB
ANC02LA002,10/16/01,2001,"BETHEL, AK",United States,60.778334,-161.836666,PABE,BETHEL,Non-Fatal,Substantial,N120AX,Embraer,EMB-120,NSCH,,0,0,,IMC,IMC,0,APPROACH
OPS06IA006B,3/21/06,2006,"Chicago, IL",United States,41.986667,-87.907778,KORD,Chicago O'Hare International A,Incident,,,Embraer,ERJ,SCHD,,0,0,78,VMC,VMC,78,TAKEOFF
NYC06LA115,5/13/06,2006,"Winchester, VA",United States,39.138333,-78.12,,,Non-Fatal,,N653AE,Embraer,ERJ,SCHD,,0,1,45,IMC,IMC,46,MANEUVERING
LAX07WA235,3/27/07,2007,"Riyadh, Saudi Arabia",Saudi Arabia,24.633333,-46.716667,,,Non-Fatal,,,Embraer,E-JET,SCHD,,0,0,2,VMC,VMC,2,
DCA11RA100,9/16/11,2011,"Quito, Ecuador",Ecuador,,,SEQU,Quito,Non-Fatal,Substantial,,Embraer,E-JET,SCHD,,0,5,97,IMC,IMC,102,
